movie_id,title,release_date,genres,train_id
1644,Sudden Manhattan (1996),13-Jun-1997,Comedy,1643
1645,"Butcher Boy, The (1998)",01-Jan-1998,Drama,1644
1646,Men With Guns (1997),06-Mar-1998,Action|Drama,1645
1647,Hana-bi (1997),20-Mar-1998,Comedy|Crime|Drama,1646
1648,"Niagara, Niagara (1997)",20-Mar-1998,Drama,1647
1649,"Big One, The (1997)",27-Mar-1998,Comedy|Documentary,1648
1650,"Butcher Boy, The (1998)",01-Jan-1998,Drama,1649
1651,"Spanish Prisoner, The (1997)",27-Mar-1998,Drama|Thriller,1650
1652,Temptress Moon (Feng Yue) (1996),13-Jun-1997,Romance,1651
1653,Entertaining Angels: The Dorothy Day Story (1996),27-Sep-1996,Drama,1652
1654,Chairman of the Board (1998),01-Jan-1998,Comedy,1653
1655,"Favor, The (1994)",01-Jan-1994,Comedy|Romance,1654
1656,Little City (1998),20-Feb-1998,Comedy|Romance,1655
1657,Target (1995),28-Feb-1996,Action|Drama,1656
1658,"Substance of Fire, The (1996)",06-Dec-1996,Drama,1657
1659,Getting Away With Murder (1996),12-Apr-1996,Comedy,1658
1660,Small Faces (1995),09-Aug-1996,Drama,1659
1661,"New Age, The (1994)",01-Jan-1994,Drama,1660
1662,Rough Magic (1995),30-May-1997,Drama|Romance,1661
1663,Nothing Personal (1995),30-Apr-1997,Drama|War,1662
1664,8 Heads in a Duffel Bag (1997),18-Apr-1997,Comedy,1663
1665,"Brother's Kiss, A (1997)",25-Apr-1997,Drama,1664
1666,Ripe (1996),02-May-1997,Drama,1665
1667,"Next Step, The (1995)",13-Jun-1997,Drama,1666
1668,Wedding Bell Blues (1996),13-Jun-1997,Comedy,1667
1669,MURDER and murder (1996),20-Jun-1997,Crime|Drama|Mystery,1668
1670,Tainted (1998),01-Feb-1998,Comedy|Thriller,1669
1671,"Further Gesture, A (1996)",20-Feb-1998,Drama,1670
1672,Kika (1993),01-Jan-1993,Drama,1671
1673,Mirage (1995),01-Jan-1995,Action|Thriller,1672
1674,Mamma Roma (1962),01-Jan-1962,Drama,1673
1675,"Sunchaser, The (1996)",25-Oct-1996,Drama,1674
1676,"War at Home, The (1996)",01-Jan-1996,Drama,1675
1677,Sweet Nothing (1995),20-Sep-1996,Drama,1676
1678,Mat' i syn (1997),06-Feb-1998,Drama,1677
1679,B. Monkey (1998),06-Feb-1998,Romance|Thriller,1678
1680,Sliding Doors (1998),01-Jan-1998,Drama|Romance,1679
1681,You So Crazy (1994),01-Jan-1994,Comedy,1680
1682,Scream of Stone (Schrei aus Stein) (1991),08-Mar-1996,Drama,1681
